Date	Depth	NH4	Nitrit	Nitrate	Norg_par	Norg_dis	Ntot	Oxygen
31-Oct-10	25	0.831	0.009	-	0.08	0.1	1.02	0.1
31-Oct-10	30	1.1	0.002	-	0.23	0.148	1.48	0.1
31-Oct-10	35	1.54	0.002	-	0.09	0.128	1.76	0.1
07-Nov-10	1	0.037	0.002	0.016	0.03	0.155	0.24	6.3
07-Nov-10	3	0.033	0.002	0.016	0.02	0.169	0.24	6.6
07-Nov-10	5	0.032	0.002	0.014	0.06	0.162	0.27	6.8
07-Nov-10	10	0.033	0.002	0.014	0.02	0.161	0.23	6.3
07-Nov-10	15	0.034	0.002	0.013	0.03	0.161	0.24	4.9
07-Nov-10	20	0.038	0.002	0.014	0.12	0.126	0.3	6.1
07-Nov-10	21	0.342	0.002	-	0.4	0.206	0.95	5.2
07-Nov-10	22	0.659	0.002	-	0.54	0.179	1.38	0.1
07-Nov-10	25	1.14	0.002	-	0.03	0.208	1.38	0.1
07-Nov-10	30	1.3	0.002	-	0.07	0.118	1.49	0.1
07-Nov-10	35	1.51	0.002	-	0.04	0.218	1.77	0.1
15-Nov-10	1	0.041	0.002	0.02	0.09	0.077	0.23	7.6
15-Nov-10	3	0.03	0.002	0.019	0	0.149	0.2	7.6
15-Nov-10	5	0.03	0.002	0.022	0.11	0.106	0.27	7.5
15-Nov-10	10	0.035	0.002	0.021	0.1	0.112	0.27	7.5
15-Nov-10	15	0.052	0.002	0.021	0.06	0.095	0.23	7.3
15-Nov-10	20	0.08	0.002	0.019	0	0.129	0.23	7.1
15-Nov-10	21	0.259	0.002	0.015	0.07	0.104	0.45	5
15-Nov-10	22	0.368	0.002	-	0.26	0.09	0.72	3
15-Nov-10	25	0.915	0.003	-	0	0.122	1.04	0.1
15-Nov-10	30	1.59	0.002	-	0	0	1.59	0.1
15-Nov-10	35	2.33	0.025	-	0.105	0	2.46	0.1
21-Nov-10	1	0.038	0.002	0.048	0	0.122	0.21	7.4
21-Nov-10	3	0.034	0.002	0.043	0.08	0.121	0.28	7
21-Nov-10	5	0.035	0.002	0.043	0.06	0.1	0.24	7.2
21-Nov-10	10	0.037	0.002	0.046	0.01	0.115	0.21	7.1
21-Nov-10	15	0.055	0.002	0.05	0.03	0.133	0.27	7.2
21-Nov-10	20	0.057	0.002	0.054	0.04	0.107	0.26	7
21-Nov-10	21	0.064	0.002	0.056	0.01	0.148	0.28	6.4
21-Nov-10	22	0.307	0.002	-	0.04	0.181	0.53	0.1
21-Nov-10	23	0.604	0.002	-	0.07	0.164	0.84	0.2
21-Nov-10	25	0.809	0.002	-	0.03	0.279	1.12	0.1
21-Nov-10	30	1.44	0.002	-	0	0.388	1.83	0.1
21-Nov-10	35	2.21	0.002	-	0.418	0	2.63	0.1
28-Nov-10	1	0.038	0.003	0.028	0	0.191	0.26	6.8
28-Nov-10	3	0.042	0.002	0.028	0.02	0.168	0.26	7.6
28-Nov-10	5	0.036	0.002	0.026	0.06	0.136	0.26	7.8
28-Nov-10	10	0.039	0.002	0.026	0.03	0.163	0.26	7.4
28-Nov-10	15	0.042	0.002	0.024	0.06	0.132	0.26	7
28-Nov-10	20	0.053	0.002	0.024	0.04	0.171	0.29	7
28-Nov-10	22	0.052	0.002	0.024	0.04	0.162	0.28	7.1
28-Nov-10	23	0.421	0.002	-	0.02	0.337	0.78	3.8
28-Nov-10	24	0.704	0.002	-	0.07	0.234	1.01	0.1
28-Nov-10	25	0.849	0.002	-	0	0.209	1.06	0.1
28-Nov-10	30	1.37	0.002	-	0	0.258	1.63	0.1
28-Nov-10	35	2.03	0.002	-	0.11	0.278	2.42	0.1
05-Dec-10	1	0.087	0.003	0.049	0.04	0.131	0.31	5.7
05-Dec-10	3	0.087	0.002	0.048	0.08	0.113	0.33	6.7
05-Dec-10	5	0.094	0.003	0.045	0.11	0.118	0.37	7.2
05-Dec-10	10	0.095	0.002	0.045	0	0.118	0.26	6.8
05-Dec-10	15	0.09	0.002	0.042	0.07	0.086	0.29	5
05-Dec-10	20	0.088	0.003	0.04	0.13	0.109	0.37	4.7
05-Dec-10	24	0.45	0.002	-	0.27	0.078	0.8	2.5
05-Dec-10	25	0.9	0.002	-	0.32	0.168	1.39	0.1
05-Dec-10	26	1.22	0.002	-	0.25	0.118	1.59	0.1
05-Dec-10	30	1.49	0.002	-	0.21	0.078	1.78	0.1
05-Dec-10	35	2.41	0.002	-	0.018	0	2.43	0.1
14-Dec-10	1	0.163	0.003	0.046	0.22	0.178	0.61	7
14-Dec-10	3	0.175	0.003	0.044	0.06	0.268	0.55	5.8
14-Dec-10	5	0.177	0.003	0.044	0.01	0.266	0.5	6.3
14-Dec-10	10	0.195	0.003	0.042	0.05	0.26	0.55	-
14-Dec-10	15	0.2	0.002	0.041	0.03	0.257	0.53	6
14-Dec-10	20	0.137	0.003	0.044	0	0.286	0.47	7.3
14-Dec-10	25	0.35	0.002	0.034	0.09	0.194	0.67	3.2
14-Dec-10	30	0.215	0.002	0.043	0.08	0.2	0.54	6.3
14-Dec-10	35	0.207	0.003	0.042	0.1	0.258	0.61	5.4
19-Dec-10	1	0.181	0.004	0.057	0.05	0.148	0.44	6.5
19-Dec-10	3	0.189	0.004	0.052	0.05	0.155	0.45	6.5
19-Dec-10	5	0.183	0.004	0.05	0.07	0.153	0.46	6.3
19-Dec-10	10	0.193	0.003	0.053	0.07	0.151	0.47	6.1
19-Dec-10	15	0.186	0.003	0.052	0.08	0.129	0.45	6
19-Dec-10	20	0.188	0.004	0.051	0.09	0.217	0.55	6.2
19-Dec-10	25	0.188	0.003	0.05	0.13	0.159	0.53	6.3
19-Dec-10	28	0.213	0.004	0.049	0.03	0.244	0.54	5.5
19-Dec-10	29	0.259	0.004	0.039	0.15	0.258	0.71	4
19-Dec-10	30	0.453	0.002	0.018	0.1	0.167	0.74	1.7
19-Dec-10	35	2.54	0.002	-	0.35	0.078	2.97	0.1
26-Dec-10	1	0.369	0.004	0.054	0.01	0.193	0.63	5
26-Dec-10	3	0.191	0.004	0.052	0.08	0.203	0.53	6.9
26-Dec-10	5	0.192	0.004	0.054	0.03	0.25	0.53	-
26-Dec-10	10	0.194	0.004	0.053	0.03	0.219	0.5	6.8
26-Dec-10	15	0.202	0.004	0.054	0.07	0.21	0.54	6.5
26-Dec-10	20	0.206	0.005	0.055	0.08	0.194	0.54	6.3
26-Dec-10	25	0.217	0.004	0.058	0	0.221	0.5	5.9
26-Dec-10	30	0.221	0.004	0.06	0	0.225	0.51	6.1
26-Dec-10	32	0.212	0.004	0.059	0.07	0.175	0.52	6.6
26-Dec-10	33	1.45	0.007	-	0.08	0.253	1.79	0.1
26-Dec-10	34	1.97	0.018	-	0.14	0.352	2.48	0.1
26-Dec-10	35	2.47	0.014	-	0.34	0.106	2.93	0.1
02-Jan-11	1	0.221	0.004	0.068	0.15	0.157	0.6	5.5
02-Jan-11	3	0.224	0.005	0.07	0.14	0.151	0.59	5.6
02-Jan-11	5	0.222	0.004	0.067	0.13	0.147	0.57	7
02-Jan-11	10	0.226	0.005	0.073	0.17	0.126	0.6	6.7
02-Jan-11	15	0.226	0.005	0.065	0.16	0.134	0.59	5.9
02-Jan-11	20	0.248	0.004	0.073	0.09	0.165	0.58	6.3
02-Jan-11	25	0.214	0.004	0.062	0.11	0.16	0.55	6.8
02-Jan-11	30	0.22	0.005	0.071	0.11	0.144	0.55	6.8
02-Jan-11	34	0.228	0.005	0.074	0.14	0.143	0.59	6.1
02-Jan-11	35	1.43	0.002	-	0	0.068	1.5	0.7
09-Jan-11	1	0.294	0.004	0.065	0.06	0.267	0.69	5.1
09-Jan-11	3	0.306	0.004	0.062	0	0.218	0.59	5.5
09-Jan-11	5	0.306	0.006	0.06	0.07	0.188	0.63	5.2
09-Jan-11	10	0.31	0.004	0.065	0.05	0.201	0.63	5.5
09-Jan-11	15	0.316	0.004	0.06	0.06	0.21	0.65	5.4
09-Jan-11	20	0.314	0.005	0.064	0	0.227	0.61	5.4
09-Jan-11	25	0.32	0.005	0.064	0.01	0.221	0.62	5.3
09-Jan-11	30	0.33	0.004	0.063	0.15	0.163	0.71	5.4
09-Jan-11	35	0.355	0.004	0.063	0.08	0.228	0.73	3.6
16-Jan-11	1	0.217	0.005	0.091	0.12	0.197	0.63	5.1
16-Jan-11	3	0.216	0.005	0.09	0.18	0.189	0.68	5.4
16-Jan-11	5	0.215	0.005	0.089	0.1	0.241	0.65	-
16-Jan-11	10	0.215	0.006	0.089	0.1	0.24	0.65	6.6
16-Jan-11	15	0.219	0.006	0.089	0.13	0.216	0.66	6.7
16-Jan-11	20	0.217	0.006	0.092	0.13	0.225	0.67	4.5
16-Jan-11	25	0.21	0.005	0.089	0.13	0.226	0.66	6.8
16-Jan-11	30	0.242	0.005	0.09	0.05	0.243	0.63	3.7
16-Jan-11	35	0.262	0.005	0.083	0.09	0.27	0.71	2.7
23-Jan-11	1	0.253	0.005	0.092	0.01	0.16	0.52	8
23-Jan-11	3	0.244	0.005	0.091	0.03	0.15	0.52	8.1
23-Jan-11	5	0.252	0.005	0.091	0.02	0.122	0.49	7.9
23-Jan-11	10	0.247	0.005	0.095	0	0.163	0.51	7.9
23-Jan-11	15	0.255	0.005	0.091	0	0.159	0.51	7.9
23-Jan-11	20	0.251	0.005	0.09	0	0.184	0.53	7.9
23-Jan-11	25	0.261	0.005	0.094	0.1	0.15	0.61	8
23-Jan-11	30	0.358	0.005	0.09	0.01	0.067	0.53	8
23-Jan-11	35	0.251	0.005	0.098	0	0.186	0.54	8.1
30-Jan-11	1	0.222	0.006	0.097	0.07	0.335	0.73	8.8
30-Jan-11	3	0.217	0.006	0.095	0.08	0.262	0.66	7.9
30-Jan-11	5	0.221	0.007	0.093	0.11	0.209	0.64	8
30-Jan-11	10	0.224	0.006	0.097	0.06	0.223	0.61	7.7
30-Jan-11	15	0.237	0.007	0.098	0.13	0.218	0.69	8.1
30-Jan-11	20	0.248	0.007	0.102	0.07	0.243	0.67	7.7
30-Jan-11	25	0.234	0.006	0.098	0.11	0.172	0.62	7.9
30-Jan-11	30	0.237	0.006	0.094	0.1	0.213	0.65	6.5
30-Jan-11	35	0.288	0.006	0.087	0.07	0.219	0.67	6.3
06-Feb-11	1	0.256	0.007	0.095	0.27	0.002	0.63	7.6
